movie_id,user_id,rating,user_name
10696784,77881167,8,nogodnomasters
10696784,2707735,8,classicsoncall
10696784,13977076,9,Tweekums
10696784,17559480,5,searchanddestroy-1
10696784,107065132,6,CinemaSerf
10696784,4405474,9,851222
10696784,33907744,6,Thanos_Alfie
10696784,64798417,6,Top_Dawg_Critic
10696784,31328960,8,Ed-Shullivan
10696784,0225436,3,Turfseer
10696784,14295241,6,billcr12
10696784,131783850,7,kevin_robbins
10696784,2929860,6,stevendbeard
10696784,0351766,7,henry8-3
10696784,84596117,8,joiningjt
10696784,19998007,8,valleyjohn
10696784,134783880,10,gianmarcoronconi
10696784,4103165,8,Xstal
10696784,51181843,8,btreakle
10696784,117926588,6,IonicBreezeMachine
10696784,34187486,6,MadamWarden
10696784,80693802,6,Holt344
10696784,10919398,7,bankofmarquis
10696784,8271923,10,juanmuscle
10696784,105506099,10,HabibieHakim123
10696784,49208568,7,bob-the-movie-man
10696784,30091810,4,Neptune165
10696784,130195767,7,Movi3DO
10696784,1677427,8,athies
10696784,24373984,8,cardsrock
10696784,1409915,7,cliftonofun
10696784,133290271,8,lareval
10696784,26163020,8,PedroPires90
10696784,114450253,8,ethanbresnett
10696784,80691527,6,drpainters
10696784,55597043,6,paulwattriley
10696784,12740916,6,DLochner
10696784,69892343,7,whitemanfromtowne
10696784,23402006,6,jwscott-home
10696784,4491531,9,ExpendableMan
10696784,129636274,7,Darkjak007
10696784,117424303,8,anthonydapiii
10696784,31098854,3,laragi
10696784,85483078,5,payasoingenioso
10696784,98571307,2,efd-10467
10696784,37688824,8,michael-kerrigan-526-124974
10696784,24755804,2,rehmankhilji
10696784,60195330,1,namob-43673
10696784,14940942,3,Nemesis42
10696784,16126010,7,celt007
10696784,40150793,6,BillBayard
10696784,16833436,6,mycannonball
10696784,47231689,7,Lewis_Heather787
10696784,111831007,7,nidhunmoviebuff
10696784,122781086,8,isaacochoterena
10696784,85802235,3,confidential-67897
10696784,54148523,5,faithless4734
